euler,centroid_x,centroid_y,hor_symm,ver_symm,aspect_ratio,area_ratio
1.000000,5.133929,7.107143,0.500000,0.294118,1.000000,0.392982
1.000000,4.284615,6.353846,0.285714,0.170732,1.000000,0.456140
0.000000,5.172414,4.634483,0.466667,0.631579,1.000000,0.401662
1.000000,4.393939,4.381818,0.785714,0.206897,1.000000,0.457064
1.000000,4.664474,4.789474,0.607143,0.355556,1.000000,0.421053
0.000000,4.382114,8.073171,0.000000,0.866667,1.000000,0.497976
1.000000,5.154839,4.651613,0.647059,0.694444,1.000000,0.429363
0.000000,5.268657,8.432836,0.000000,0.066667,1.000000,0.293860
0.000000,4.153846,5.723077,0.200000,0.500000,1.000000,0.402477
-2.000000,4.617834,6.949045,0.000000,0.522727,1.000000,0.590226
-1.000000,4.350365,6.065693,0.812500,0.242424,1.000000,0.515038
1.000000,4.269231,12.230769,0.000000,0.857143,3.000000,0.821053
1.000000,5.185430,5.509934,0.636364,0.666667,1.000000,0.467492
0.000000,4.134328,7.388060,0.000000,0.741379,1.000000,0.705263
1.000000,3.972603,10.260274,0.000000,0.521739,2.000000,0.548872
1.000000,3.870504,6.949640,0.000000,0.711111,1.000000,0.487719
0.000000,4.459459,6.540541,0.000000,0.269231,1.000000,0.259649
1.000000,4.602941,4.460784,0.517241,0.532258,1.000000,0.565097
1.000000,4.825000,5.306250,0.640000,0.580645,1.000000,0.443213
1.000000,5.322835,4.535433,0.826087,0.157895,1.000000,0.351801
0.000000,4.886486,5.259459,0.617647,0.600000,1.000000,0.512465
1.000000,4.888889,6.366013,0.750000,0.218182,1.000000,0.473684
0.000000,4.653333,6.333333,0.538462,0.710526,1.000000,0.563910
0.000000,5.082645,7.628099,1.000000,0.954545,1.000000,0.489879
0.000000,6.908257,3.715596,0.777778,0.470588,0.000000,0.382456
1.000000,3.910000,8.650000,0.000000,0.560000,1.000000,0.478469
-1.000000,5.318471,7.394904,0.000000,0.595238,1.000000,0.635628
1.000000,8.931298,5.496183,0.680000,0.000000,0.000000,0.626794
-1.000000,4.292308,5.471795,0.720000,0.532258,1.000000,0.603715
1.000000,5.176101,4.345912,0.562500,0.282051,1.000000,0.440443
1.000000,4.327273,6.206061,0.555556,0.804878,1.000000,0.542763
-1.000000,5.161074,4.919463,0.428571,0.459459,1.000000,0.435673
-1.000000,4.891429,7.668571,0.000000,0.695652,1.000000,0.708502
1.000000,5.480519,9.675325,0.000000,0.235294,2.000000,0.506579
1.000000,4.605381,4.318386,0.901961,0.298507,1.000000,0.652047
0.000000,4.761111,5.538889,0.928571,0.773585,1.000000,0.557276
0.000000,4.770833,6.822917,0.000000,0.281250,1.000000,0.336842
1.000000,5.048951,6.930070,1.000000,0.648649,1.000000,0.537594
1.000000,4.621302,7.704142,0.000000,0.800000,1.000000,0.684211
0.000000,3.957317,5.121951,0.666667,0.431373,1.000000,0.454294
1.000000,4.228311,5.598174,0.975000,0.811594,1.000000,0.606648
1.000000,4.275000,6.441667,0.384615,0.133333,1.000000,0.371517
0.000000,4.227723,5.613861,0.125000,0.125000,1.000000,0.354386
1.000000,4.862319,5.927536,0.750000,0.218750,1.000000,0.453947
1.000000,4.577236,8.455285,0.000000,0.696970,1.000000,0.588517
0.000000,4.373134,7.500000,0.000000,0.560976,1.000000,0.542510
1.000000,4.562162,7.075676,0.800000,0.473684,1.000000,0.649123
0.000000,4.413580,6.123457,0.000000,0.240741,1.000000,0.532895
1.000000,4.551351,4.421622,0.459459,0.426230,1.000000,0.512465
0.000000,4.941935,6.529032,1.000000,0.510638,1.000000,0.582707
1.000000,5.281437,4.149701,0.785714,0.476190,1.000000,0.462604
0.000000,7.027027,5.459459,0.000000,0.000000,0.000000,0.389474
0.000000,4.394558,7.965986,0.000000,0.446809,1.000000,0.595142
1.000000,3.866667,4.060000,0.535714,0.603448,1.000000,0.438596
1.000000,4.548148,6.962963,0.375000,0.270833,1.000000,0.473684
-1.000000,4.763314,7.857988,0.000000,0.695652,1.000000,0.741228
0.000000,4.514493,4.920290,0.625000,0.731707,1.000000,0.382271
-1.000000,5.231481,6.365741,0.545455,0.595745,1.000000,0.668731
1.000000,4.404412,7.330882,1.000000,0.400000,1.000000,0.550607
0.000000,4.408333,8.750000,0.000000,0.538462,1.000000,0.485830
0.000000,4.426357,6.891473,0.333333,0.297297,1.000000,0.484962
0.000000,5.476190,4.700680,0.366667,0.971429,0.000000,0.455108
0.000000,5.179310,4.600000,0.629630,0.782609,0.000000,0.423977
0.000000,5.011299,5.384181,0.605263,0.564103,1.000000,0.490305
0.000000,4.673913,4.826087,0.647059,0.586207,1.000000,0.382271
-1.000000,4.836478,7.339623,0.000000,0.651163,1.000000,0.697368
0.000000,4.632812,7.687500,0.000000,0.612903,1.000000,0.561404
-1.000000,4.114094,6.738255,1.000000,0.771429,1.000000,0.522807
-1.000000,3.750000,8.285714,0.000000,0.689655,1.000000,0.453441
0.000000,3.962025,5.069620,0.870968,0.660377,1.000000,0.437673
0.000000,4.145985,7.087591,0.400000,0.152174,1.000000,0.480702
0.000000,5.484848,5.090909,0.857143,0.517241,0.000000,0.759868
1.000000,7.462687,4.708955,0.714286,0.833333,0.000000,0.542510
-1.000000,4.959302,6.581395,0.714286,0.470588,1.000000,0.603509
1.000000,4.900000,4.810000,0.418605,0.461538,1.000000,0.554017
1.000000,4.019802,8.693069,0.000000,0.535714,1.000000,0.483254
0.000000,3.830769,9.200000,0.000000,0.352941,2.000000,0.380117
-1.000000,4.543046,5.503311,0.785714,0.468085,1.000000,0.496711
-1.000000,4.622517,8.403974,0.000000,0.581395,1.000000,0.611336
0.000000,4.059259,8.674074,0.000000,1.000000,1.000000,0.645933
1.000000,4.522936,7.798165,0.000000,0.342857,1.000000,0.478070
0.000000,4.893204,9.252427,0.000000,0.391304,1.000000,0.492823
-1.000000,5.306667,7.126667,0.142857,0.547619,1.000000,0.526316
1.000000,5.085366,4.628049,0.409091,0.700000,1.000000,0.454294
0.000000,4.834783,8.817391,0.000000,0.458333,1.000000,0.550239
0.000000,5.337748,4.562914,0.606061,0.542857,0.000000,0.496711
-1.000000,4.413333,9.413333,0.000000,0.738095,1.000000,0.717703
0.000000,4.208333,7.866667,0.000000,0.812500,1.000000,0.485830
0.000000,4.816327,8.295918,0.000000,0.322581,1.000000,0.468900
1.000000,4.530612,7.051020,1.000000,0.204545,1.000000,0.343860
1.000000,4.688172,9.354839,0.000000,0.947368,1.000000,0.444976
0.000000,4.222222,5.090909,0.638889,0.518519,1.000000,0.548476
0.000000,5.139860,7.965035,0.000000,0.625000,1.000000,0.578947
1.000000,4.506329,7.069620,1.000000,0.340909,1.000000,0.593985
1.000000,4.447368,5.245614,0.000000,0.288889,1.000000,0.315789
1.000000,5.677419,4.666667,0.804878,0.300000,0.000000,0.607843
0.000000,4.369748,8.848739,0.000000,0.885714,1.000000,0.569378
0.000000,5.139013,4.533632,0.839286,0.380282,1.000000,0.617729
1.000000,4.184397,5.212766,0.772727,0.458333,1.000000,0.390582
0.000000,6.546012,4.711656,0.387097,0.700000,0.000000,0.504644
0.000000,4.523438,8.234375,0.000000,0.394737,1.000000,0.612440
1.000000,4.835165,7.967033,0.000000,0.238095,1.000000,0.435407
0.000000,4.058442,6.811688,0.666667,0.595238,1.000000,0.540351
0.000000,4.585034,8.136054,0.000000,0.318182,1.000000,0.595142
0.000000,4.571429,6.813665,0.500000,0.522727,1.000000,0.564912
1.000000,5.479339,4.859504,0.681818,0.406250,0.000000,0.374613
-1.000000,5.406250,7.531250,0.000000,0.555556,1.000000,0.561404
0.000000,4.639810,5.729858,0.806452,0.666667,1.000000,0.653251
0.000000,4.472222,5.033333,0.483871,0.541667,1.000000,0.498615
0.000000,4.877451,5.274510,0.300000,0.242424,1.000000,0.565097
1.000000,4.659259,7.540741,1.000000,0.456522,1.000000,0.546559
2.000000,5.067568,8.108108,0.000000,0.111111,1.000000,0.299595
1.000000,4.847458,7.661017,0.000000,0.475000,1.000000,0.477733
1.000000,4.403226,6.032258,0.314286,0.214286,1.000000,0.383901
1.000000,4.405882,5.070588,0.783784,0.676471,1.000000,0.470914
1.000000,4.413043,4.771739,0.666667,0.606557,1.000000,0.538012
0.000000,4.511278,5.150376,0.615385,0.363636,1.000000,0.411765
-1.000000,4.400000,8.158621,0.000000,0.758621,1.000000,0.587045
0.000000,4.817778,5.240000,0.770492,0.338235,0.000000,0.657895
0.000000,4.311111,7.316667,0.000000,0.639344,1.000000,0.631579
1.000000,4.540323,5.685484,0.142857,0.404762,1.000000,0.383901
0.000000,4.608000,6.688000,0.750000,0.225806,1.000000,0.438596
1.000000,4.561798,7.550562,0.000000,0.083333,1.000000,0.390351
1.000000,4.801527,5.763359,0.650000,0.305556,1.000000,0.405573
1.000000,3.807692,11.923077,0.000000,0.500000,4.000000,0.684211
1.000000,5.284047,4.536965,0.881356,0.623188,1.000000,0.711911
1.000000,4.467153,5.540146,0.368421,0.297872,1.000000,0.424149
0.000000,4.772727,8.511364,0.000000,0.640000,1.000000,0.463158
-1.000000,4.860870,8.417391,0.000000,0.500000,1.000000,0.550239
0.000000,3.917874,5.033816,0.809524,0.811321,1.000000,0.573407
1.000000,3.623853,6.733945,0.800000,0.219512,1.000000,0.382456
1.000000,4.365854,4.292683,0.520833,0.432432,1.000000,0.479532
-2.000000,4.803828,6.311005,0.789474,0.921053,1.000000,0.647059
1.000000,4.757009,9.785047,0.000000,0.297297,2.000000,0.625731
1.000000,4.376812,12.376812,0.000000,0.888889,3.000000,0.726316
0.000000,4.783784,7.033784,0.428571,0.740000,1.000000,0.519298
0.000000,4.970954,4.551867,0.892857,0.680556,1.000000,0.667590
1.000000,4.187845,5.502762,0.800000,0.980000,1.000000,0.529240
1.000000,4.244444,10.311111,0.000000,0.600000,2.000000,0.526316
1.000000,4.859756,6.420732,0.666667,0.333333,1.000000,0.575439
1.000000,5.155340,7.689320,0.000000,0.000000,1.000000,0.417004
1.000000,4.476415,4.655660,0.875000,0.761905,1.000000,0.587258
1.000000,4.611111,5.509259,0.000000,0.071429,1.000000,0.299169
0.000000,4.293103,7.672414,0.000000,0.794872,1.000000,0.704453
1.000000,4.712766,5.473404,0.827586,0.586957,1.000000,0.582043
-1.000000,4.889535,5.383721,0.457143,0.320000,1.000000,0.532508
1.000000,3.918919,6.270270,1.000000,0.407407,1.000000,0.458204
-1.000000,4.540230,7.086207,0.000000,0.764706,1.000000,0.654135
-1.000000,5.380117,4.923977,0.571429,0.419355,0.000000,0.529412
0.000000,4.750000,7.527778,0.000000,0.111111,1.000000,0.315789
0.000000,6.743902,4.640244,0.511111,0.384615,0.000000,0.575439
0.000000,4.079365,5.992063,0.933333,0.235294,1.000000,0.390093
1.000000,4.673469,5.408163,0.666667,0.346939,1.000000,0.455108
1.000000,5.828125,11.218750,0.000000,0.846154,3.000000,0.561404
-1.000000,5.200000,4.643243,0.673913,0.610169,1.000000,0.512465
1.000000,4.816794,4.435115,0.090909,0.215686,1.000000,0.362881
0.000000,4.989474,6.300000,0.151515,0.370370,1.000000,0.588235
-1.000000,4.845528,5.943089,0.409091,0.368421,1.000000,0.380805
1.000000,5.387755,7.500000,0.666667,1.000000,1.000000,0.396761
1.000000,4.298137,4.664596,0.700000,0.122807,1.000000,0.445983
0.000000,5.188776,6.663265,0.000000,0.680851,1.000000,0.687719
1.000000,4.271845,6.087379,0.789474,0.969231,1.000000,0.637771
0.000000,4.602837,6.744681,1.000000,0.777778,1.000000,0.530075
0.000000,4.988764,6.983146,0.714286,0.750000,1.000000,0.624561
0.000000,4.356643,6.776224,0.714286,0.571429,1.000000,0.501754
1.000000,5.067358,4.663212,0.882353,0.606061,1.000000,0.534626
-1.000000,4.716667,7.983333,0.000000,0.179487,1.000000,0.485830
0.000000,4.706140,5.030702,0.888889,0.632353,1.000000,0.666667
0.000000,4.250000,7.041667,0.000000,0.312500,1.000000,0.505263
0.000000,5.021858,4.896175,0.517857,0.170732,0.000000,0.601974
-2.000000,5.088398,4.801105,0.485714,0.260870,1.000000,0.501385
0.000000,4.570175,7.824561,0.000000,0.821429,1.000000,0.461538
0.000000,4.950617,6.092593,0.937500,0.787234,1.000000,0.532895
0.000000,5.056452,8.927419,0.000000,0.321429,1.000000,0.593301
1.000000,5.392857,5.116071,0.529412,0.269231,0.000000,0.368421
1.000000,4.588710,6.258065,0.181818,0.666667,1.000000,0.435088
1.000000,4.633333,10.755556,0.000000,0.518519,2.000000,0.676692
2.000000,4.159292,4.884956,0.312500,0.400000,1.000000,0.313019
0.000000,4.834821,4.727679,0.826923,0.862745,1.000000,0.620499
1.000000,4.939891,7.065574,0.714286,0.681818,1.000000,0.642105
0.000000,4.165217,10.156522,0.000000,0.750000,2.000000,0.672515
-1.000000,4.860000,8.870000,0.000000,0.263158,1.000000,0.478469
-1.000000,5.066225,9.364238,0.000000,0.615385,1.000000,0.722488
1.000000,4.333333,4.693878,0.896552,0.607143,1.000000,0.407202
0.000000,4.333333,6.891026,0.600000,0.358491,1.000000,0.547368
0.000000,4.175439,5.122807,0.937500,0.169811,1.000000,0.473684
-1.000000,4.751773,8.304965,0.000000,0.738095,1.000000,0.742105
1.000000,5.742424,4.510101,0.960000,0.564103,0.000000,0.651316
0.000000,4.494681,8.377660,0.000000,0.962264,1.000000,0.761134
-2.000000,4.665049,6.466019,0.833333,0.586207,1.000000,0.722807
-1.000000,5.204724,8.732283,0.000000,0.500000,1.000000,0.607656
2.000000,4.366197,4.807512,1.000000,0.896552,1.000000,0.622807
0.000000,4.330935,5.928058,0.875000,0.500000,1.000000,0.430341
1.000000,4.784946,9.688172,0.000000,0.545455,2.000000,0.543860
0.000000,4.256410,5.471795,0.648649,0.813559,1.000000,0.540166
1.000000,4.054348,5.592391,0.804878,0.115385,1.000000,0.509695
0.000000,4.808642,7.185185,0.714286,0.644444,1.000000,0.568421
0.000000,4.072581,7.241935,0.000000,0.593750,1.000000,0.543860
0.000000,4.076555,4.875598,0.363636,0.373333,1.000000,0.578947
0.000000,4.655660,6.273585,0.333333,0.571429,1.000000,0.656347
1.000000,4.351852,12.240741,0.000000,0.400000,3.000000,0.568421
0.000000,5.494565,5.032609,0.487179,0.923077,0.000000,0.569659
0.000000,5.168224,5.350467,0.687500,0.508772,1.000000,0.592798
0.000000,4.232955,6.119318,0.406250,0.464286,1.000000,0.544892
1.000000,4.000000,13.000000,0.000000,1.000000,6.000000,1.000000
1.000000,6.549618,5.000000,0.695652,0.636364,0.000000,0.459649
0.000000,7.008333,5.091667,0.761905,0.000000,0.000000,0.421053
1.000000,4.983871,7.430108,0.000000,0.438596,1.000000,0.652632
1.000000,5.201342,5.892617,1.000000,0.312500,1.000000,0.461300
1.000000,3.878049,4.841463,0.588235,0.338983,1.000000,0.454294
0.000000,5.045198,8.378531,0.000000,0.590909,1.000000,0.716599
0.000000,4.285714,8.033613,0.000000,0.075000,1.000000,0.481781
-1.000000,4.517857,4.357143,0.444444,0.187500,1.000000,0.465374
1.000000,4.358382,4.566474,0.548387,0.516667,1.000000,0.479224
-1.000000,4.364341,7.658915,0.000000,0.441176,1.000000,0.522267
1.000000,5.530864,7.851852,0.333333,0.240000,1.000000,0.327935
0.000000,4.532609,9.913043,0.000000,0.692308,2.000000,0.538012
1.000000,5.021739,7.934783,0.000000,0.400000,1.000000,0.372470
1.000000,5.000000,6.934783,0.333333,0.322581,1.000000,0.484211
-1.000000,6.202614,4.405229,0.513514,0.611111,0.000000,0.536842
-1.000000,4.668246,4.630332,0.612245,0.403846,1.000000,0.584488
1.000000,5.216374,4.269006,0.647059,0.620690,1.000000,0.473684
-3.000000,4.658065,6.593548,1.000000,0.763158,1.000000,0.509868
1.000000,3.668394,6.134715,0.625000,0.352941,1.000000,0.597523
0.000000,5.032787,4.967213,0.632653,0.776119,1.000000,0.675900
1.000000,5.262069,4.372414,0.200000,0.450980,1.000000,0.401662
0.000000,5.017544,7.298246,0.000000,0.321429,1.000000,0.500000
1.000000,4.890756,6.016807,0.789474,0.319149,1.000000,0.368421
0.000000,5.005435,4.983696,0.508772,0.054545,1.000000,0.509695
1.000000,4.945122,4.707317,0.806452,0.574468,1.000000,0.454294
1.000000,4.836538,7.384615,0.500000,0.354839,1.000000,0.421053
0.000000,4.522727,8.795455,0.000000,0.727273,2.000000,0.514620
1.000000,4.833333,5.189815,0.934783,0.235294,1.000000,0.598338
0.000000,4.436975,8.672269,0.000000,0.550000,1.000000,0.569378
-1.000000,4.823864,4.903409,0.666667,0.428571,1.000000,0.514620
-1.000000,4.453988,6.398773,0.052632,0.489796,1.000000,0.571930
1.000000,4.546610,4.906780,0.960784,0.500000,1.000000,0.653740
0.000000,4.109195,6.373563,0.857143,0.959184,1.000000,0.654135
1.000000,5.187500,9.475000,0.000000,0.368421,2.000000,0.526316
0.000000,4.146853,6.090909,0.545455,0.456522,1.000000,0.442724
1.000000,4.608696,6.701863,0.000000,0.616667,1.000000,0.564912
0.000000,4.405172,5.556034,0.571429,0.617647,1.000000,0.642659
0.000000,4.716667,5.600000,0.181818,0.354839,1.000000,0.371517
1.000000,4.892473,6.408602,0.076923,0.321429,1.000000,0.326316
1.000000,4.586207,12.362069,0.000000,0.625000,3.000000,0.610526
1.000000,4.527559,5.740157,0.900000,0.216216,1.000000,0.393189
1.000000,4.060811,7.101351,0.857143,0.423077,1.000000,0.519298
-1.000000,4.682927,6.512195,0.000000,0.393939,1.000000,0.380805
1.000000,4.917241,4.627586,0.962963,0.236842,1.000000,0.401662
1.000000,4.490741,8.046296,0.000000,0.111111,1.000000,0.437247
2.000000,5.006250,5.856250,0.388889,0.700000,1.000000,0.495356
0.000000,4.974522,6.235669,1.000000,0.433333,1.000000,0.550877
-2.000000,4.452830,6.622642,0.200000,0.416667,1.000000,0.557895
1.000000,4.920792,8.861386,0.000000,0.681818,1.000000,0.483254
0.000000,4.811429,4.880000,0.076923,0.169811,1.000000,0.484765
1.000000,3.290909,11.545455,0.000000,0.526316,3.000000,0.578947
0.000000,4.517857,5.440476,0.806452,0.479167,1.000000,0.465374
0.000000,4.905325,6.763314,0.714286,0.650000,1.000000,0.592982
1.000000,7.320312,5.132812,0.954545,0.000000,0.000000,0.518219
0.000000,5.095238,5.442857,0.369565,0.372549,1.000000,0.581717
0.000000,5.270270,9.364865,0.000000,0.619048,2.000000,0.432749
1.000000,5.196078,8.323529,0.000000,0.428571,1.000000,0.536842
1.000000,4.309091,13.036364,0.000000,1.000000,6.000000,0.964912
-1.000000,4.512821,5.394872,0.200000,0.125000,1.000000,0.603715
0.000000,4.820896,11.313433,0.000000,0.470588,2.000000,0.503759
0.000000,4.286822,7.038760,0.000000,0.341463,1.000000,0.565789
0.000000,5.280000,5.462857,0.692308,0.620690,1.000000,0.541796
1.000000,5.329609,4.430168,0.500000,0.564103,1.000000,0.495845
1.000000,5.368984,6.117647,0.823529,0.512821,1.000000,0.656140
1.000000,4.800000,10.709091,0.000000,0.285714,2.000000,0.413534
1.000000,3.661538,11.753846,0.000000,0.750000,4.000000,0.855263
1.000000,3.875000,8.113636,0.000000,0.413793,1.000000,0.385965
-1.000000,4.972222,6.993056,0.583333,0.578947,1.000000,0.505263
1.000000,4.514493,6.876812,1.000000,0.410256,1.000000,0.484211
1.000000,4.566265,5.626506,0.923077,0.500000,1.000000,0.546053
-1.000000,5.945055,4.626374,0.468085,0.464286,0.000000,0.563467
1.000000,4.022388,5.179104,1.000000,0.428571,1.000000,0.414861
-1.000000,4.883041,8.923977,0.000000,0.729167,1.000000,0.818182
1.000000,4.230769,4.502564,0.272727,0.660714,1.000000,0.540166
0.000000,4.240385,8.413462,0.000000,0.761905,1.000000,0.421053
-2.000000,4.377622,7.496503,0.000000,0.892857,1.000000,0.501754
1.000000,4.408333,7.158333,0.000000,0.615385,1.000000,0.451128
0.000000,4.707865,7.325843,0.000000,0.865385,1.000000,0.780702
0.000000,3.846715,6.452555,0.500000,0.682927,1.000000,0.515038
1.000000,4.623529,5.782353,0.714286,0.705882,1.000000,0.559211
1.000000,4.875776,4.782609,0.446809,0.461538,1.000000,0.470760
0.000000,6.301775,4.964497,0.405405,0.848485,0.000000,0.523220
0.000000,4.374359,5.548718,0.714286,0.735849,1.000000,0.641447
0.000000,4.672316,7.429379,1.000000,0.591837,1.000000,0.621053
-1.000000,4.993671,4.462025,0.081081,0.179487,1.000000,0.437673
1.000000,4.154696,6.149171,0.680000,0.327586,1.000000,0.560372
1.000000,4.059880,5.263473,0.500000,0.700000,1.000000,0.462604
1.000000,4.889908,7.302752,0.200000,0.266667,1.000000,0.441296
1.000000,5.062500,7.455357,0.000000,0.068966,1.000000,0.392982
0.000000,4.455172,7.027586,0.250000,0.342105,1.000000,0.508772
-1.000000,5.220588,6.772059,0.000000,0.514286,1.000000,0.511278
1.000000,5.025907,5.316062,0.650000,0.981818,1.000000,0.534626
-2.000000,4.607735,7.082873,0.800000,0.810811,1.000000,0.635088
1.000000,4.619835,6.132231,0.083333,0.181818,1.000000,0.398026
-1.000000,4.539604,6.841584,0.666667,0.583333,1.000000,0.708772
0.000000,7.260163,5.211382,0.270270,0.000000,0.000000,0.497976
-2.000000,5.260116,6.953757,0.875000,0.600000,1.000000,0.607018
-4.000000,4.869565,7.231884,0.000000,0.500000,1.000000,0.484211
0.000000,4.934426,4.519126,0.482759,0.444444,1.000000,0.506925
1.000000,4.385057,7.339080,1.000000,0.902439,1.000000,0.610526
1.000000,4.360656,4.409836,0.833333,0.590164,1.000000,0.506925
2.000000,4.124031,4.782946,0.774194,0.233333,1.000000,0.357341
-1.000000,3.581818,7.045455,0.000000,0.026316,1.000000,0.482456
0.000000,4.708333,7.680556,0.000000,0.970588,1.000000,0.582996
1.000000,5.019868,4.827815,0.142857,0.326531,1.000000,0.418283
1.000000,4.126168,5.420561,0.882353,0.304348,1.000000,0.662539
1.000000,8.543689,5.485437,0.250000,0.000000,0.000000,0.492823
-1.000000,4.471014,7.557971,0.000000,0.500000,1.000000,0.605263
0.000000,4.370690,6.172414,1.000000,0.464286,1.000000,0.359133
0.000000,5.230000,4.800000,0.526316,0.666667,1.000000,0.554017
1.000000,4.368794,7.134752,0.400000,0.489796,1.000000,0.494737
1.000000,5.388889,9.750000,0.000000,0.153846,2.000000,0.473684
1.000000,3.761905,11.809524,0.000000,0.900000,4.000000,0.828947
1.000000,4.689655,11.275862,0.000000,0.133333,2.000000,0.436090
1.000000,4.655172,8.413793,0.000000,0.514286,1.000000,0.610526
0.000000,4.615385,9.136752,0.000000,0.277778,1.000000,0.559809
1.000000,5.256944,4.673611,0.542857,0.000000,0.000000,0.445820
1.000000,4.290909,6.115152,0.833333,0.711538,1.000000,0.542763
0.000000,5.018182,7.872727,0.000000,0.352941,1.000000,0.482456
1.000000,4.417219,5.708609,0.695652,0.218750,1.000000,0.467492
0.000000,4.862500,8.687500,0.000000,0.450000,1.000000,0.421053
0.000000,5.182353,6.605882,0.615385,0.510638,1.000000,0.596491
1.000000,5.293103,4.988506,0.684211,0.586207,1.000000,0.481994
1.000000,4.468880,5.323651,0.657895,0.722892,1.000000,0.667590
2.000000,6.608000,5.240000,0.529412,0.578947,0.000000,0.438596
0.000000,4.092199,6.652482,0.400000,0.414634,1.000000,0.530075
1.000000,4.568182,10.329545,0.000000,0.272727,2.000000,0.514620
0.000000,4.728916,6.198795,0.950000,0.800000,1.000000,0.546053
1.000000,4.421965,8.554913,0.000000,0.788462,1.000000,0.827751
0.000000,5.174757,7.097087,0.000000,0.259259,1.000000,0.387218
0.000000,4.436170,4.457447,0.238095,0.328125,1.000000,0.549708
1.000000,3.700000,11.800000,0.000000,0.761905,4.000000,0.789474
1.000000,4.569444,6.444444,0.200000,0.425000,1.000000,0.541353
-1.000000,4.203704,7.049383,1.000000,0.925000,1.000000,0.609023
0.000000,4.242991,7.046729,0.000000,0.414634,1.000000,0.375439
1.000000,4.646341,8.829268,0.000000,0.160000,1.000000,0.392344
0.000000,4.470588,9.058824,0.000000,0.419355,1.000000,0.569378
1.000000,4.713178,6.224806,0.700000,0.382979,1.000000,0.484962
0.000000,4.971631,6.078014,0.571429,0.769231,1.000000,0.436533
1.000000,6.076271,4.135593,0.107143,0.000000,0.000000,0.365325
-2.000000,5.338798,5.311475,0.558824,0.452830,1.000000,0.535088
0.000000,4.209459,5.418919,0.222222,0.380000,1.000000,0.458204
-2.000000,4.477419,7.954839,0.000000,0.604651,1.000000,0.679825
0.000000,3.970238,8.601190,0.000000,0.849057,1.000000,0.680162
-1.000000,4.628931,6.628931,0.800000,0.425532,1.000000,0.557895
0.000000,4.463768,8.746377,0.000000,1.000000,1.000000,0.660287
1.000000,4.570000,5.040000,0.794872,0.631579,1.000000,0.554017
0.000000,5.037234,6.707447,0.421053,0.571429,1.000000,0.659649
1.000000,4.170455,4.994318,0.733333,0.596154,1.000000,0.487535
-3.000000,4.641026,4.576923,0.657143,0.466667,0.000000,0.456140
1.000000,4.934783,4.942029,0.461538,0.161290,1.000000,0.382271
0.000000,4.782609,4.239130,0.058824,0.073171,1.000000,0.382271
1.000000,3.771429,6.507143,0.888889,0.404762,1.000000,0.491228
1.000000,3.991379,7.870690,0.000000,0.238095,1.000000,0.469636
0.000000,4.686170,6.521277,0.923077,0.659574,1.000000,0.582043
-1.000000,4.641892,6.925676,1.000000,0.410256,1.000000,0.519298
1.000000,4.661017,5.313559,0.041667,0.096774,1.000000,0.326870
1.000000,4.593750,11.625000,0.000000,0.777778,3.000000,0.673684
1.000000,4.120301,7.218045,1.000000,0.122449,1.000000,0.466667
1.000000,4.782609,4.384058,0.971429,0.264706,1.000000,0.382271
-2.000000,5.054545,6.624242,1.000000,0.585366,1.000000,0.578947
0.000000,4.697987,6.610738,0.636364,0.882353,1.000000,0.560150
0.000000,4.917949,5.810256,0.289474,0.403846,1.000000,0.603715
-1.000000,4.088608,6.601266,0.571429,0.696970,1.000000,0.554386
1.000000,8.083333,4.500000,0.117647,0.000000,0.000000,0.388664
0.000000,4.820513,9.982906,0.000000,0.545455,2.000000,0.684211
0.000000,6.065041,4.398374,0.733333,0.407407,0.000000,0.404605
0.000000,5.360000,11.560000,0.000000,0.636364,3.000000,0.526316
0.000000,4.398148,4.763889,0.586957,0.615385,1.000000,0.631579
1.000000,4.695652,5.429952,0.800000,0.980000,1.000000,0.640867
0.000000,5.803150,4.464567,0.387097,0.100000,0.000000,0.393189
-1.000000,4.878049,4.886179,0.416667,0.631579,1.000000,0.404605
1.000000,4.620968,5.790323,0.375000,0.325581,1.000000,0.407895
1.000000,5.567308,5.000000,0.125000,0.636364,0.000000,0.321981
1.000000,5.350000,4.141667,0.068966,0.482759,0.000000,0.350877
-1.000000,4.382812,8.398438,0.000000,0.933333,1.000000,0.561404
0.000000,4.689840,5.005348,0.375000,0.228070,1.000000,0.518006
1.000000,4.767241,10.336207,0.000000,0.833333,2.000000,0.678363
0.000000,4.788321,8.474453,0.000000,0.425000,1.000000,0.554656
1.000000,4.150442,9.141593,0.000000,0.735294,1.000000,0.540670
0.000000,4.213483,6.292135,0.555556,0.222222,1.000000,0.312281
1.000000,4.816667,8.966667,0.000000,0.480000,1.000000,0.574163
0.000000,6.123711,4.994845,0.322034,0.166667,0.000000,0.600619
-2.000000,4.144737,8.046053,0.000000,0.916667,1.000000,0.615385
1.000000,5.042373,7.432203,1.000000,0.677419,1.000000,0.414035
0.000000,4.500000,4.892857,0.250000,0.145161,1.000000,0.542936
-1.000000,4.965217,8.782609,0.000000,0.461538,1.000000,0.550239
1.000000,5.684211,8.114035,0.000000,0.428571,1.000000,0.500000
-1.000000,4.206897,8.220690,0.000000,0.562500,1.000000,0.587045
0.000000,4.605263,10.000000,0.000000,0.277778,2.000000,0.444444
1.000000,4.536913,6.100671,0.904762,0.510204,1.000000,0.461300
